Status,Handle,ID,Name,Followers,Tweets,Date Created,Date Active
Suspended,@HoleAntifa1,1088174231748337676,,,,2019-01-22,2019-12-29
Suspended,@hollywoodantifa,781488608590991360,Hollywood Antifa,351,724,,2018-09-27
Suspended,@HomeDepotUS,1143503449981685761,,,,2019-06-25,2019-07-09
Suspended,@HonestNodeMode,1295734882644131841,Jackson Hole Antifa,88,,2020-08-18,2021-05-22
Suspended,@HornyANTIFA,959638707031621632,Horny Antifa,,,2018-02-01,2019-04-26
Suspended,@Houston_Antifa,847645493052162049,Houston Antifa,,,2017-03-30,2020-04-01
Suspended,@HportAntifa,971544312340238337,Hyannisport Antifa,,,2018-03-06,2018-03-06
Suspended,@hunterantifa,1028376814899679232,Patriot1975,,,2018-08-11,2018-09-02
Suspended,@Iam_metoo,123343920,Disabled Antifa ( seizure Guy Person),,,,2018-01-31
Suspended,@IdahoAntifa,849149534361968640,Idaho Antifa,644,135,2017-04-03,2020-06-02
Suspended,@IE_ANTIFA,903779702573219840,☭ I.E.ANTIFA ☭,,,2017-09-01,2018-01-13
Suspended,@IE_ANTIFA3,459246874,☭I.E. ANTIFA☭,,,,2018-04-01
Suspended,@iE_ANTIFA6,998324722155712512,IE ANTIFA,,,2018-05-18,2018-06-17
Suspended,@IE_PPact,3024892385,Planned Parenthood Action,,,,2018-04-17
Suspended,@IE_PPACT2,986656049527533573,Planned Parenthood Action,,,2018-04-18,2018-11-09
Suspended,@IE_PPACT3,1013925233726652418,Planned Parenthood Action 👼🏼,,,2018-07-02,2018-08-11
Suspended,@IePeta,987082795368394753,𝙋𝓮𝙏𝘼,,,2018-04-20,2018-09-07
Suspended,@IePeTA2,1026981682237198336,𝙋𝑒𝙏𝘼🐾,,,2018-08-07,2018-08-23
Suspended,@IePeTA4,1013912818024792064,𝙋𝑒𝙏𝘼🐾,,,2018-07-02,2018-08-11
Suspended,@IeProudBoys,1018253236828962816,The Proud Boys👊🏻,,,2018-07-13,2018-07-20
Suspended,@Imperfect10n,703343282387095553,I am Kyle Rittenhouse,,,,2020-10-15
Suspended,@inglebert7,241881067,,,,,2019-10-12
Suspended,@IronicANTIFA,900898004672098304,Ironic ANTIFA,,,2017-08-24,2017-12-29
Suspended,@irosensteinberg,1152696064287358977,Ish,,,2019-07-20,2019-08-03
Suspended,@JacksonHelpful,1397322508907524098,Jackson Helpful Always,,,2021-05-25,2021-05-26
Suspended,@JacksonInstitu2,1519502465082798081,jackson Hole Antifa,32,,2022-04-27,2022-04-29
Suspended,@JacksonOfWY,1461753210079694849,Jackson Hole Antifa,4,,2021-11-19,2021-11-19
Suspended,@JaxAntifa,864841293339512832,Jacksonville Antifa,209,4,2017-05-17,2017-09-09
Suspended,@JewAntifa,905668266940440577,Jewish Antifa,,,2017-09-06,2017-12-31
Suspended,@JHA_of_WY,1295776251207200769,just “Jackson”,139,,2020-08-19,2021-02-18
Suspended,@JHA_of_Wyoming,1491518873455190021,Jackson Hole Antifa,37,,2022-02-09,2022-04-25
Suspended,@JHAofWY,1378475917060751361,Jackson Hole Antifa,122,,2021-04-03,2021-05-22
Suspended,@JimRustle10,996083964841480193,Venezuela Antifa,,,2018-05-13,2018-05-14
Suspended,@JoinAntifaNow,1166186630861840384,Join Antifa,,,2019-08-27,2019-08-28
Suspended,@KekistanAntifa1,30458840,Essential Feck ❤️s MTG,1971,8329,,2021-01-30
Suspended,@KentuckyCommune,905983281283432448,Kentucky Communists,,,2017-09-06,2019-02-01
Suspended,@KeyWestAntifa,847981406991114241,Key West Antifa,1365,676,2017-03-31,2020-11-13
Suspended,@Khapaman,847645669867126788,,,,,2017-04-02
Suspended,@KingAntifa1,903084194829565953,JazzLover,13,226,2017-08-30,2020-05-06
Suspended,@KingNiggardly,953035732230311936,Larry Larry,,,2018-05-24,2018-07-31
Suspended,@KKKAntifa,870035611436056576,KKK Antifa,75,119,2017-05-30,2017-09-22
Suspended,@ksamishu,1048245788386705408,Gritty Squad,,,2018-10-05,2018-12-06
Suspended,@KweenAntifa,900817808216518656,Riot,,,2017-08-24,2017-09-19
Suspended,@LA16_AntiFa,855237562717224961,Black Star AntiFa🏴,,,2017-04-21,2017-11-08
Suspended,@LAdaveAntifa,900910877272145921,LAdave,,,2017-08-24,2017-08-24
Suspended,@ladueantifa,912752515187396608,Ladue Antifa,,,2017-09-25,2017-11-10
Suspended,@LagAntifa,1047885728401768448,Ammon Bundy,,,2018-10-03,2018-11-21
Suspended,@LagBeach10,966703172650766337,Laguna Beach Antifa,,,2018-02-22,2018-04-25
Suspended,@LagBeach11,989509892703768581,Laguna Beach Antifa,,,2018-04-25,2018-11-09
Suspended,@LagBeachAntifa,847618730485927937,Laguna Beach Antifa‏,,,2017-03-30,2017-08-19
Suspended,@LagBeachAntifa4,900504494835879936,Laguna Beach Antifa,,,2017-08-22,2017-11-01
Suspended,@LagBeachAntifa5,925548176945250304,Laguna Beach Antifa,,,2017-11-01,2018-02-01
Suspended,@LagBeachAntifa7,946545904034697216,Laguna Beach Antifa,,,2017-12-29,2018-02-10
Suspended,@LagBeachAntifa9,964330332320358401,Laguna Beach Antifa,,,2018-02-15,2020-09-06
Suspended,@LagBeachBLM2,1001251817630650368,Laguna Beach BLM,,,,2018-08-11
Suspended,@LagBeachBLM3,1022200189946187776,Laguna Beach BLM,,,2018-07-25,2018-07-29
Suspended,@lagunaantifablm,1023547578959491073,Laguna Beach Antifa BLM 🏳️‍🌈✊🏿☻🍉,,,2018-07-28,2018-09-01
Suspended,@LagunaBeachBLM,998692052287283200,Laguna Beach BLM,,,2018-05-21,2018-05-28
Suspended,@LaJollaAntifa,908546119344447490,La Jolla Antifa,,,2017-09-14,2021-02-01
Suspended,@LD_Allan,1067144398545276928,BOB'0'riest †,,,2018-11-26,2019-06-27
Suspended,@lgd_news,1219304514714390528,It’s Going Down,,,2020-01-20,2020-01-21
Suspended,@LosAntifa,905157721107738624,Los Angeles Antifa,,,2017-09-05,2017-12-04
Suspended,@LSUAntifa,827401348299624450,LSU ANTIFA,,,2017-02-03,2017-10-21
Suspended,@maantifa,918820153764270081,MAANTIFA,,,2017-10-12,2017-10-13
Suspended,@MAGAtSlayer,996026295132794882,,,,2018-05-13,2020-02-07
Suspended,@MaineAntifa,182563991,Maine Antifa ((MicroD1CK)),4903,4995,,2018-09-03
Suspended,@MalibuAntifa,847900478012665856,Malibu Antifa,2095,604,2017-03-31,2017-12-14
Suspended,@MalibuAntifa1,1057444733662818304,Malibu Antifa,,,2018-10-30,2018-11-08
Suspended,@malohder,4410501136,WavyDavy2350,,,,2017-09-18
Suspended,@MaraIagoantifa,1119277605902012416,Maralago Antifa,,,2019-04-19,2020-06-12
Suspended,@MaraLagoAntifa,847853719484071937,Mar-A-Lago ANTIFA,8971,11512,2017-03-31,2018-03-31
Suspended,@MarkFanPatriot,859578587669819393,Mark 🇺🇸,309,689,2017-05-03,2018-11-09
Suspended,@MarkQuinton6,1151602756475596806,Mark Quinton,,,2019-07-17,2019-07-19
Suspended,@MaxinePWaters,958381678296215554,"Rep. Maxine P. Waters, FSC/D-CA/FAN",,,2018-01-30,2018-06-08
Suspended,@MaxineVVaters,77012250,Maxine P. Waters,,,,2018-11-09
Suspended,@mcantifa,903386396013891584,,,,,2017-09-04
Suspended,@miami_antifa,859283587077738496,Antifa Miami,153,493,2017-05-01,2017-05-26
Suspended,@milwaukeantifa,899628329996890113,@antifamilwaukee,,,2017-08-21,2019-06-02
Suspended,@MnAntifa,861911859447967745,Antifa Mn,,,2017-05-09,2019-05-02
Suspended,@MPLS_ANTIFA,848280702315581441,ANTIFA Minneapolis,,,2017-04-01,2019-10-10
Suspended,@MtEverestAntifa,906916203016413185,Mt Everest 🌹Antifa,92,123,2017-09-10,2017-12-18
Suspended,@muslimantifa,899190442490683392,Muslim Antifa,,,2017-08-19,2017-05-02
Suspended,@N0rthNjAntifa,869646122205286400,NorthNjAntifa,,,2017-05-30,2020-07-28
Suspended,@Nantuckantifa4,967158101811105792,Nantucket Antifa 4,,,2018-02-23,2018-02-23
Suspended,@nantucketantifa,854515109032603648,Nantucket Antifa,508,4132,2017-04-18,2020-09-07
Suspended,@napa_antifa,1088884365856256000,Napa Valley Antifa,,,2019-01-25,2020-02-13
Suspended,@NatSocAntifa,902269246188789760,NatSocAntifa,33,22,2017-08-28,2017-09-29
Suspended,@NaziAntifa,822864222266818561,,,,,2017-09-04
Suspended,@NE_ANTIFA,904748109951115264,New England ANTIFA,,,2017-09-04,2017-09-16
Suspended,@NevadaAntifa,848406182284886016,🇳evada 🇦ntifa,248,86,2017-04-01,2018-05-10
Suspended,@NflAntifa,912140722588966912,NFL Antifa,,,2017-09-24,2017-11-11
Suspended,@NicoleM75863340,986037559850668035,Agent Red Sparrow,,,2018-04-15,2018-10-05
Suspended,@NOLAntifa,900526485336993792,New Orleans Antifa,90,36,2017-08-23,2017-08-24
Suspended,@NonBinaryAntifa,1010569883719995393,Non Binary Antifa🏴,,,2018-06-22,2018-08-10
Suspended,@NorthNYAntifa,902977397099831296,Northern NY Antifa,,,2017-08-30,2020-09-12
Suspended,@NotChickFillA,1186364533058596864,Chick-Fil-A ᶠᵃⁿ,,,2019-10-22,2019-10-21
Suspended,@NoVAntifa,849719355717890049,Northern VA Antifa,318,57,2017-04-05,2020-09-05
Suspended,@NSAntifa,897847668856291328,Antifa Nova Scotia,,,2017-08-16,2020-01-03
Suspended,@OakBrookAntifa,873667228759142402,Oak Brook Antifa ✊🏿,,,2017-06-10,2017-06-18
Suspended,@Offical_Antifa,901265358543310848,ANTI FASCIST ACTION,,,2017-08-25,2019-03-01
Suspended,@OfficialAntifa,857321147293151234,Official Antifa,6840,1089,2017-04-25,2019-08-17
Suspended,@ORANGEMANBAD110,994616557421592576,NPC 11111,,,2018-05-07,2018-05-12
Suspended,@PacHtsAntifa,903753419508203520,PacHeights Antifa,,,2017-09-01,2020-10-12
Suspended,@PalisadesAntifa,848037839098986496,Palisades Antifa,496,193,2017-03-31,2020-11-11
Suspended,@pdxantifa1RL,848006006931988480,Portlandia Antifa,303,48,2017-03-31,2019-11-06
Suspended,@PittAntifa,871839632513806336,Pittsburgh Antifa,,,2017-06-06,2018-07-24
Suspended,@PlausibleAntifa,868222639512223744,Plausible Antifa,,,2017-05-25,2017-12-15
Suspended,@POedAntifaMom,848371669231992832,,29,12,2017-04-01,2019-02-07
Suspended,@PoliteAntifa,869259094716063744,Politest Antifascist,,,2017-05-29,2018-01-29
Suspended,@poopooonantifa,3886541534,THE ONE AND ONLY,,,,2021-05-20
Suspended,@portland_antifa,857513696620191744,Portland Antifa,,,2017-04-27,2020-08-06
Suspended,@PortlandAntiFa,904235401895960576,Rose City AntiFa ☭,,,2017-09-02,2019-11-06
Suspended,@PortlandANTlFA,1165000400791048194,,,,2019-08-23,
Suspended,@PPHood_1488,994790512535261185,Planned Parenthood 1488,,,2018-05-08,2018-07-25
Suspended,@ProAntifa,1211603399629660160,Professional Antifa,,,2019-12-30,2020-04-26
Suspended,@PVAntifa,848625497768468480,Palos Verdes Antifa,151,27,2017-04-02,2018-08-25
Suspended,@PVAntifa2,894735041493970944,Catalina Island Antifa,,,2017-08-07,2018-10-07
Suspended,@PyongyangANTIFA,902693313479933952,Pyongyang ANTIFA 🌹,,,2017-08-29,2017-11-09
Suspended,@QuinnAntifad,891780043520712704,quinn,815,374,2017-07-30,2020-12-20
Suspended,@Radio_Antifa_1,1001356331318743041,RADIO ANTIFA,,,,2018-09-26
Suspended,@RealAntifaSD,938926768332840960,Official San Diego Antifa,,,2017-12-04,2017-12-19
Suspended,@RealEugeneAntif,858850945148604421,Real Eugene Antifa,140,47,2017-04-30,2017-09-07
Suspended,@realidahoantifa,889649876673470466,Antifa IDAHO,,,2017-07-23,2019-03-11
Suspended,@RealPaulNehlen,819770373537406976,Paul Nehlen,1040,1460,,2017-12-28
Suspended,@Recursion_Agent,252409895,A Strange loop,,,,2021-08-21
Suspended,@redbobantifa,1060677324570611712,SLYDYSLEXIC BOB,,,2018-11-08,2018-12-10
Suspended,@RedSquareAntifa,921903733197426689,RedSquareAntifa,,,2017-10-21,2017-11-17
Suspended,@reichstagantifa,830046351807373312,bethanne,390,306,2017-02-11,2017-10-09
Suspended,@ResleevedOne,1473124213053706246,ResleevedOne,32,,2021-12-21,2021-12-21
Suspended,@ReturnsJackson,1408472407187374080,Jackson Returns,28,,2021-06-25,2021-06-25
Suspended,@RichmondANTIFA,1218574323096514562,☭ Richmond ANTIFA ☭,,,2020-01-19,2020-01-21
Suspended,@riot_jackson,1266786577507684353,NEVERLAND ANTIFA,,,2020-05-30,2020-06-05
Suspended,@RPersonified,1055979804997107712,"Resistance ""R"" Personified Ⓥ",,,2018-10-26,2020-07-01
Suspended,@RubyRidgeAntifa,894304515054239744,Ruby Ridge Antifa,196,597,2017-08-06,2017-10-04
Suspended,@RussianAntifa,877020439935148032,Vlad's Muh Dad,,,2017-06-19,
Suspended,@RVAvvonk,921217603887972353,Caroline O.,,,2017-10-18,2018-01-28
Suspended,@saltlakeantifa,855498940514418688,Salt Lake Antifa,,,2017-04-21,2019-12-19
Suspended,@san_antifa,1017150047329193984,Cabo San Lucas Antifa,,,2018-07-11,2018-08-13
Suspended,@santafeantifa,899133550804348928,Santa Fe ANTIFA,,,2017-08-19,2017-09-02
Suspended,@SaysJha,1396881777843650560,JHASaysSharniIsACunt,,,2021-05-24,2021-05-20
Suspended,@ScarsdaleAntifa,847678252038541312,Scarsdale Antifa,1614,114,2017-03-30,2020-09-17
Suspended,@seacows_,3240998492,Elon Musk,,,,2018-08-16
Suspended,@sHILLBERG2132,576781038,vVv,,,,2021-02-05
Suspended,@ShitholeAntifa,932231170372358145,Shithole ANTIFA,,,2017-11-19,2017-12-22
Suspended,@Shlomojuice,819242596572610560,Moms Basement Antifa,,,,2019-09-05
Suspended,@SLCUTAntifa,766675081577635841,Salt Lake Antifa,,,2016-08-19,2017-11-14
Suspended,@SmashRacismDC,787488067,Smash Racism DC,,,,2019-08-16
Suspended,@SmashRacismDC_,996026295132794882,Smash Racism DC,,,2018-05-13,2019-09-03
Suspended,@SmashRacismMC,848742108034850816,Smash Racism ESC,790,410,2017-04-02,2018-11-16
Suspended,@Snopes__,893214285547130880,Snoopes.Com ⚪,196,2714,2017-08-01,2020-03-24
Suspended,@SolonAntifa,892579816951730176,SolonAntifa,,,2017-07-31,2017-11-02
Suspended,@Soros_Antifa,4725731773,Soros Antifa,,,,2018-08-16
Suspended,@SorosAntifa,925275426058113024,Soros & Antifa Exposed,,,2017-10-31,2019-08-03
Suspended,@StfxAntiFa,909886265742577664,StFX AntiFa,,,2017-09-18,
Suspended,@StKatAntifa,848585955657347072,St Kat's Dock Antifa,502,152,2017-04-02,2017-04-17
Suspended,@stockportAntifa,903257734405132289,,,,,2017-09-04
Suspended,@TedVaczynski,1079964066314051585,Ted Vaczynski,,,2019-01-01,2019-01-10
Suspended,@TexarkanaAntifa,848302218633543680,,108,3,2017-04-01,2017-05-15
Suspended,@THEBLACKBANNON,908363242279333888,Slut Maker,,,2017-09-13,2018-07-14
Suspended,@Tiburon_Antifa,849735492459311104,Tiburon Antifa,550,332,2017-04-05,2017-10-19
Suspended,@TokyoAntifa,931092741605548032,Tokyo Antifa,,,2017-11-16,2017-11-16
Suspended,@Trishp0147,862687759881957376,The Black Widow Nantucket,,,2017-05-10,2021-01-30
Suspended,@TriStateAntiFa,869895177200173057,Tri-State AntiFa,,,2017-05-30,2017-06-03
Suspended,@TucsonAntifa1,894953008659701760,Black Student,,,2017-08-08,2020-05-02
Suspended,@UES_Antifa,848227845621108736,Woketifa,223,441,2017-04-01,2018-01-31
Suspended,@UnmaskAntifa,909401903586570240,Unmask Antifa,,,2017-09-15,2017-09-24
Suspended,@UpperEastAntifa,848126853546033153,UpperEastSideAntifa,297,367,2017-04-01,2019-04-28
Suspended,@UptownAntifa,902145406984794114,Uptown Antifa,,,2017-08-27,2017-10-20
Suspended,@us_antifa,1268228900934451200,angel of death,,,2020-06-04,2021-02-25
Suspended,@UsOnlineSupport,1064673919976660992,Customer Support,,,2018-11-19,2018-12-09
Suspended,@VacavilleAntifa,847804409044099074,Vacaville Antifa,1253,7179,2017-03-31,2018-01-31
Suspended,@VaticanAntifa,587522066,Vatican City Antifa,245,664,,2017-11-14
Suspended,@VenturaAntifa,848009443094667264,Ventura Co Antifa,270,21,2017-03-31,2018-01-11
Suspended,@VermontAntifa,879102019000311809,Vermont Antifa 🌹,441,4358,2017-06-24,2017-09-29
Suspended,@VineyardAntifa,761792840167022592,MarthasVinyardAntifa,895,605,2016-08-05,2017-09-01
Suspended,@Wa_Antifa,866874705298444288,Washington Antifa,27,0,2017-05-20,2017-08-25
Suspended,@WallStreetAntfa,1015414351338057728,Wall Street Antifa,,,2018-07-06,2018-07-22
Suspended,@wallstretantifa,889671039185235969,Wall Street 🌹,,,2017-07-24,2017-11-15
Suspended,@walstreetAntifa,859242179612495872,Wall Street Antifa🌹,823,2771,2017-05-01,2017-09-17
Suspended,@WashoeANTIFA,851624162472869888,North Nevada ANTIFA,570,820,2017-04-12,2017-10-19
Suspended,@WeSmashFash,834597469207924736,WSF - Boston Chapter,,,2017-02-21,2017-05-17
Suspended,@WestTexasAntifa,862401089911615489,mehhhhhhhhhh,145,1154,2017-05-10,2019-09-05
Suspended,@WhovilleAntifa,901881696018149376,Whoville Antifa,112,167,2017-08-26,2019-04-28
Suspended,@WiccanAntifa,904510218951770112,Wiccan Antifa,,,2017-09-04,2017-12-22
Suspended,@WisconsinAntifa,901040296921899008,WisconsinAntifa,,,2017-08-24,2017-10-09
Suspended,@WY_307_699_4883,1270499877911478272,Antifa of The Jackson Hole,127,,2020-06-10,2020-08-17
Suspended,@Yemen_TV_News,1068365303380291584,,,,2018-11-29,2020-08-20
Suspended,@yespigeons,946204935485452289,gabbaghoul,,,2017-12-27,2022-07-04
Suspended,@YorkvilleAntifa,849282441630146561,Yorkville Antifa,36,14,2017-04-03,2017-05-17
Suspended,@EyeDKFA,392704824,,,,,2020-05-30
Suspended,@WolftrapAF,963657463399632898,,,,2018-02-14,2018-08-27
Suspended,@zigzaglucyring,1328857860793483264,,,,2020-11-17,
Suspended - Name Changed,@ANTIFA_America,1248073898412793858,,,,2020-04-09,
Suspended - Name Changed,@GThexth,1010569883719995393,,,,2018-06-22,
Suspended - Name Changed,@__JHA_of_WY__,1295734882644131841,,,,2020-08-18,
Suspended - Name Changed,@__Snopes__,893214285547130880,,,,2017-08-01,
Suspended - Name Changed,@_Ymtise,1060677324570611712,,,,2018-11-08,
Suspended - Name Changed,@0fuxgiven0,31046750,,,,,2017-10-28
Suspended - Name Changed,@1080skibunny,46504042,,,,,
Suspended - Name Changed,@A_ShockedMonkey,893214285547130880,,,,2017-08-01,
Suspended - Name Changed,@AgawamAntifa,1001356331318743041,,,,,
Suspended - Name Changed,@Alex_s_Ashes,938456024993992705,,,,2017-12-04,
Suspended - Name Changed,@AlexNmeba,1162262225165287424,,,,2019-08-16,
Suspended - Name Changed,@Alexs_Ashes,938456024993992705,,,,2017-12-04,
Suspended - Name Changed,@AmmonBundyRanch,946545904034697216,,,,2017-12-29,
Suspended - Name Changed,@AnthonyVVeiner,77012250,,,,,
Suspended - Name Changed,@antifa_hamptons,920959058995113985,,,,2017-10-18,
Suspended - Name Changed,@antifa_san,1177990115018317825,,,,2019-09-26,
Suspended - Name Changed,@AntifaHQ,3240998492,,,,,
Suspended - Name Changed,@AntifaManhattan,910673270361481217,,,,2017-09-20,
Suspended - Name Changed,@AntifaofTheHole,1270499877911478272,,,,2020-06-10,
Suspended - Name Changed,@AntifaPatton,994616557421592576,,,,2018-05-07,
Suspended - Name Changed,@AntifaPD,855826472145178624,,,,2017-04-22,
Suspended - Name Changed,@AntifaSaltLake,863439245704175617,,,,2017-05-12,
Suspended - Name Changed,@antifashUS,1186364533058596864,,,,2019-10-22,
Suspended - Name Changed,@AntifaVacaville,848574024258998272,,,,2017-04-02,
Suspended - Name Changed,@ArizonaAntifa,828855385591123968,,,,2017-02-05,
Suspended - Name Changed,@ArmedAtrani,99467650,,,,,
Suspended - Name Changed,@AScarramucci,819770373537406976,,,,,
Suspended - Name Changed,@AsherahResearch,252409895,,,,,
Suspended - Name Changed,@AtheistSavant,953035732230311936,,,,2018-05-24,
Suspended - Name Changed,@BadGuyVince,77012250,,,,,
Suspended - Name Changed,@BBAntifacists,909592904598921216,,,,2017-09-17,
Suspended - Name Changed,@BeachAntifa,946204935485452289,,,,2017-12-27,
Suspended - Name Changed,@bidenisaliar,946204935485452289,,,,2017-12-27,
Suspended - Name Changed,@BigBoyBobAntifa,1082675175584354304,,,,2019-01-08,
Suspended - Name Changed,@bij1geraapt,925275426058113024,,,,2017-10-31,
Suspended - Name Changed,@BlueBobAntifa,1082675175584354304,,,,2019-01-08,
Suspended - Name Changed,@BobPolockRoss,1145601060,,,,,
Suspended - Name Changed,@BOBSABADBOY,894304515054239744,,,,2017-08-06,
Suspended - Name Changed,@BobsB1gBoyDubai,1060677324570611712,,,,2018-11-08,
Suspended - Name Changed,@BObsBigB0yDubai,894304515054239744,,,,2017-08-06,
Suspended - Name Changed,@BowtownAntifa,861818257321455617,,,,2017-05-08,
Suspended - Name Changed,@Bronze_Benis,1527758909968195584,,,,2022-05-20,
Suspended - Name Changed,@Burnt_Notion,1082675175584354304,,,,2019-01-08,
Suspended - Name Changed,@Burnt238,938456024993992705,,,,2017-12-04,
Suspended - Name Changed,@burnt239,938456024993992705,,,,2017-12-04,
Suspended - Name Changed,@Burnt240,938456024993992705,,,,2017-12-04,
Suspended - Name Changed,@Burnt248,1082675175584354304,,,,2019-01-08,
Suspended - Name Changed,@byrdsheit,31046750,,,,,2018-12-20
Suspended - Name Changed,@CampusAntifa,819770373537406976,,,,,
Suspended - Name Changed,@CapeAnnAntifa,1067144398545276928,,,,2018-11-26,
Suspended - Name Changed,@CasinoGulag,953035732230311936,,,,2018-05-24,
Suspended - Name Changed,@ChelseasAntifa,910341574428471296,,,,2017-09-19,
Suspended - Name Changed,@ChitownAntifa,841265713130176514,,,,2017-03-02,
Suspended - Name Changed,@Chris__Cuomo,761792840167022592,,,,2016-08-05,
Suspended - Name Changed,@ChurchAntifa,894300389356580864,,,,2017-08-06,
Suspended - Name Changed,@clothrobe,1491518873455190021,,,,2022-02-09,
Suspended - Name Changed,@CLT_Antifa,893214285547130880,,,,2017-08-01,
Suspended - Name Changed,@Colored_Santa,1068365303380291584,,,,2018-11-29,
Suspended - Name Changed,@communistfilth,31046750,,,,,2018-07-01
Suspended - Name Changed,@ComradeKaren,847863014200135681,,,,2017-03-31,
Suspended - Name Changed,@D0CH0IILLDAY,847853719484071937,,,,2017-03-31,
Suspended - Name Changed,@DaazFuror,819242596572610560,,,,,
Suspended - Name Changed,@DAMN__ALEX,1067144398545276928,,,,2018-11-26,
Suspended - Name Changed,@DatBoiAntifa,859242179612495872,,,,2017-05-01,
Suspended - Name Changed,@DAZIVOSTRI,1067144398545276928,,,,2018-11-26,
Suspended - Name Changed,@DENKbij1geraapt,925275426058113024,,,,2017-10-31,
Suspended - Name Changed,@diogenenerous,906205660672663553,,,,2017-09-06,
Suspended - Name Changed,@DoubleRDoubleU,31046750,,,,,2016-04-02
Suspended - Name Changed,@DSASteveSeagal,953035732230311936,,,,2018-05-24,
Suspended - Name Changed,@dultery,77012250,,,,,
Suspended - Name Changed,@DutchGoy,925275426058113024,,,,2017-10-31,
Suspended - Name Changed,@EarlJGamingHD,2886595444,,,,,
Suspended - Name Changed,@EarlJRapping,2886595444,,,,,
Suspended - Name Changed,@eattherichhhh,99467650,,,,,
Suspended - Name Changed,@ElHefe06956236,1211014150643568640,,,,2019-12-29,
Suspended - Name Changed,@ExquisiteTranny,893214285547130880,,,,2017-08-01,
Suspended - Name Changed,@fakegregghoush,252409895,,,,,
Suspended - Name Changed,@feelingsPHD,848373904020312065,,,,2017-04-01,
Suspended - Name Changed,@FoxNewsSiberia,819770373537406976,,,,,
Suspended - Name Changed,@gablitzantifa,1054137763543609345,,,,2018-10-21,
Suspended - Name Changed,@GayMS13,985306649488510976,,,,2018-04-14,
Suspended - Name Changed,@GeorgeLikes0ats,1060677324570611712,,,,2018-11-08,
Suspended - Name Changed,@gtfonow1,31046750,,,,,2017-02-07
Suspended - Name Changed,@Guamantifa,885360095944691712,,,,,2017-09-25
Suspended - Name Changed,@GulfportAntifa,848710129851781125,,,,2017-04-02,
Suspended - Name Changed,@Hog_It_Fgt,1162262225165287424,,,,2019-08-16,
Suspended - Name Changed,@iamusicth89,99467650,,,,,
Suspended - Name Changed,@IE_ICE_,986656049527533573,,,,2018-04-17,
Suspended - Name Changed,@IeGritty,1064673919976660992,,,,2018-11-19,
Suspended - Name Changed,@InfestSquad,1156094425719660544,,,,2019-07-31,
Suspended - Name Changed,@JAntifah,1217236702173057026,,,,2020-01-15,
Suspended - Name Changed,@JohnOBrennan8,1030340891838271488,,,,2018-08-16,
Suspended - Name Changed,@JosHEinstein,77012250,,,,,
Suspended - Name Changed,@JuggaloAntifa,862717958174515201,,,,2017-05-11,
Suspended - Name Changed,@kalorama_antifa,859578587669819393,,,,2017-05-03,
Suspended - Name Changed,@KEKANTIFA,864814869526310912,,,,2017-05-17,
Suspended - Name Changed,@KnoxAtherton,862717958174515201,,,,2017-05-11,
Suspended - Name Changed,@LagunaBLMAntifa,1047885728401768448,,,,2018-10-03,
Suspended - Name Changed,@LaurenCuca,796441410069266449,,,,,2017-01-02
Suspended - Name Changed,@LDAllan2,1067144398545276928,,,,2018-11-26,
Suspended - Name Changed,@LDallan3,1067144398545276928,,,,2018-11-26,
Suspended - Name Changed,@LDALLAN4,1067144398545276928,,,,2018-11-26,
Suspended - Name Changed,@LDAllan5,1067144398545276928,,,,2018-11-26,
Suspended - Name Changed,@lenofanclub,900058631160320000,,,,,
Suspended - Name Changed,@LessThan0Fux,31046750,,,,,2019-03-12
Suspended - Name Changed,@liquid4revolver,1145601060,,,,,
Suspended - Name Changed,@MontvaleAntifa,932231170372358145,,,,2017-11-19,
Suspended - Name Changed,@NascarAntifa,953035732230311936,,,,2018-05-24,
Suspended - Name Changed,@Nazipuncher_666,924347641126948865,,,,2017-10-28,
Suspended - Name Changed,@notsarahjeong,906205660672663553,,,,2017-09-06,
Suspended - Name Changed,@OMFG_Josh,77012250,,,,,
Suspended - Name Changed,@OMFG_Vince,77012250,,,,,
Suspended - Name Changed,@OMFGNN,77012250,,,,,
Suspended - Name Changed,@PitBullPositive,30458840,,,,,
Suspended - Name Changed,@PNWsra,99467650,,,,,
Suspended - Name Changed,@PPHood1488,994790512535261185,,,,2018-05-08,
Suspended - Name Changed,@QuinnAntifa,891780043520712704,,,,2017-07-30,
Suspended - Name Changed,@RADIOANTIFA1,971225409332305921,,,,2018-03-06,
Suspended - Name Changed,@RamboBiggsAlt,1143503449981685761,,,,2019-06-25,
Suspended - Name Changed,@RealKyleJurek,1217201583034732546,,,,2020-01-15,
Suspended - Name Changed,@ReeeeSleeved,1478195591125606403,,,,2022-01-03,
Suspended - Name Changed,@RepVVilson,958381678296215554,,,,2018-01-30,
Suspended - Name Changed,@resleaved,1457776671533244416,,,,2021-11-08,
Suspended - Name Changed,@resleeved1,1457776671533244416,,,,2021-11-08,
Suspended - Name Changed,@rudyr40,3886541534,,,,,
Suspended - Name Changed,@scienceNfacts,848373904020312065,,,,2017-04-01,
Suspended - Name Changed,@SleevedOne,1473765774800134146,,,,2021-12-22,
Suspended - Name Changed,@StormIsUponUsQ,1248073898412793858,,,,2020-04-09,
Suspended - Name Changed,@Tariq_Elite,885360095944691712,,,,,2017-07-13
Suspended - Name Changed,@tariqhasheed,4725731773,,,,,
